activity_date,workload_id,environment,business_driver,demand_index,traffic,transactions,queries,support_requests,ai_requests,api_requests,active_customers,revenue
2025-12-30,storefront-prod,prod,traffic,1.798449,215813.83,9711.62,4316.28,1294.88,3237.21,863255.3,30213.94,757506.53
2025-12-30,support-nonprod,nonprod,support_requests,1.635644,16487.29,741.93,329.75,1373.94,247.31,65949.16,2308.22,57870.38
2025-12-30,support-prod,prod,support_requests,1.659442,47791.92,2150.64,955.84,3982.66,716.88,191167.67,6690.87,167749.63
2025-12-31,analytics-nonprod,nonprod,queries,1.940428,65198.38,2933.93,5433.2,391.19,977.98,260793.54,9127.77,228846.33
2025-12-31,analytics-prod,prod,queries,1.818591,174584.7,7856.31,14548.72,1047.51,2618.77,698338.79,24441.86,612792.29
2025-12-31,checkout-nonprod,nonprod,transactions,1.831392,92302.17,7691.85,1846.04,553.81,1384.53,369208.68,12922.3,599964.11
2025-12-31,checkout-prod,prod,transactions,1.921314,276669.17,23055.76,5533.38,1660.02,4150.04,1106676.69,38733.68,1798349.62
2025-12-31,recommendations-prod,prod,ai_requests,1.908985,206170.41,9277.67,4123.41,1237.02,17180.87,824681.66,28863.86,723658.15
2025-12-31,shared-platform-nonprod,nonprod,traffic,1.533085,80486.95,3621.91,1609.74,482.92,1207.3,321947.8,11268.17,282509.19
2025-12-31,shared-platform-prod,prod,traffic,1.995278,299291.77,13468.13,5985.84,1795.75,4489.38,1197167.09,41900.85,1050514.12
2025-12-31,storefront-nonprod,nonprod,traffic,1.75751,73815.44,3321.69,1476.31,442.89,1107.23,295261.76,10334.16,259092.19
2025-12-31,storefront-prod,prod,traffic,1.561418,187370.16,8431.66,3747.4,1124.22,2810.55,749480.65,26231.82,657669.27
2025-12-31,support-nonprod,nonprod,support_requests,2.259726,22778.04,1025.01,455.56,1898.17,341.67,91112.17,3188.93,79950.93
2025-12-31,support-prod,prod,support_requests,2.036849,58661.25,2639.76,1173.22,4888.44,879.92,234645.0,8212.57,205900.98
2026-01-01,analytics-nonprod,nonprod,queries,1.012479,34019.29,1530.87,2834.94,204.12,510.29,136077.16,4762.7,119407.71
2026-01-01,analytics-prod,prod,queries,0.785267,75385.58,3392.35,6282.13,452.31,1130.78,301542.34,10553.98,264603.4
2026-01-01,checkout-nonprod,nonprod,transactions,1.016983,51255.95,4271.33,1025.12,307.54,768.84,205023.79,7175.83,333163.66
2026-01-01,checkout-prod,prod,transactions,0.988834,142392.12,11866.01,2847.84,854.35,2135.88,569568.47,19934.9,925548.77
2026-01-01,recommendations-prod,prod,ai_requests,0.931308,100581.26,4526.16,2011.63,603.49,8381.77,402325.03,14081.38,353040.21
2026-01-01,shared-platform-nonprod,nonprod,traffic,1.115221,58549.1,2634.71,1170.98,351.29,878.24,234196.38,8196.87,205507.33
2026-01-01,shared-platform-prod,prod,traffic,1.050944,157641.57,7093.87,3152.83,945.85,2364.62,630566.29,22069.82,553321.92
2026-01-01,storefront-nonprod,nonprod,traffic,0.914989,38429.55,1729.33,768.59,230.58,576.44,153718.2,5380.14,134887.72
2026-01-01,storefront-prod,prod,traffic,1.057396,126887.51,5709.94,2537.75,761.33,1903.31,507550.04,17764.25,445375.16
2026-01-01,support-nonprod,nonprod,support_requests,1.11001,11188.9,503.5,223.78,932.41,167.83,44755.61,1566.45,39273.04
2026-01-01,support-prod,prod,support_requests,0.900106,25923.04,1166.54,518.46,2160.25,388.85,103692.17,3629.23,90989.88
2026-01-02,analytics-nonprod,nonprod,queries,0.807006,27115.39,1220.19,2259.62,162.69,406.73,108461.58,3796.16,95175.03
2026-01-02,analytics-prod,prod,queries,0.945289,90747.75,4083.65,7562.31,544.49,1361.22,362991.01,12704.69,318524.62
2026-01-02,checkout-nonprod,nonprod,transactions,0.98366,49576.47,4131.37,991.53,297.46,743.65,198305.88,6940.71,322247.05
2026-01-02,checkout-prod,prod,transactions,1.129315,162621.37,13551.78,3252.43,975.73,2439.32,650485.47,22766.99,1057038.89
2026-01-02,recommendations-prod,prod,ai_requests,0.944291,101983.48,4589.26,2039.67,611.9,8498.62,407933.9,14277.69,357962.0
2026-01-02,shared-platform-nonprod,nonprod,traffic,0.97155,51006.38,2295.29,1020.13,306.04,765.1,204025.53,7140.89,179032.4
2026-01-02,shared-platform-prod,prod,traffic,0.78027,117040.48,5266.82,2340.81,702.24,1755.61,468161.93,16385.67,410812.09
2026-01-02,storefront-nonprod,nonprod,traffic,1.083888,45523.31,2048.55,910.47,273.14,682.85,182093.23,6373.26,159786.81
2026-01-02,storefront-prod,prod,traffic,1.079202,129504.19,5827.69,2590.08,777.03,1942.56,518016.77,18130.59,454559.71
2026-01-02,support-nonprod,nonprod,support_requests,0.847867,8546.5,384.59,170.93,712.21,128.2,34185.98,1196.51,29998.2
2026-01-02,support-prod,prod,support_requests,0.7009,20185.93,908.37,403.72,1682.16,302.79,80743.73,2826.03,70852.63
2026-01-03,analytics-nonprod,nonprod,queries,0.406879,13671.13,615.2,1139.26,82.03,205.07,54684.53,1913.96,47985.67
2026-01-03,analytics-prod,prod,queries,0.851836,81776.25,3679.93,6814.69,490.66,1226.64,327105.01,11448.68,287034.65
2026-01-03,checkout-nonprod,nonprod,transactions,0.35144,17712.55,1476.05,354.25,106.28,265.69,70850.22,2479.76,115131.6
2026-01-03,checkout-prod,prod,transactions,0.883315,127197.42,10599.79,2543.95,763.18,1907.96,508789.7,17807.64,826783.26
2026-01-03,recommendations-prod,prod,ai_requests,0.94643,102214.4,4599.65,2044.29,613.29,8517.87,408857.6,14310.02,358772.54
2026-01-03,shared-platform-nonprod,nonprod,traffic,0.352353,18498.51,832.43,369.97,110.99,277.48,73994.04,2589.79,64929.77
2026-01-03,shared-platform-prod,prod,traffic,0.83323,124984.54,5624.3,2499.69,749.91,1874.77,499938.17,17497.84,438695.74
2026-01-03,storefront-nonprod,nonprod,traffic,0.253352,10640.78,478.84,212.82,63.84,159.61,42563.14,1489.71,37349.15
2026-01-03,storefront-prod,prod,traffic,1.026644,123197.27,5543.88,2463.95,739.18,1847.96,492789.1,17247.62,432422.43
2026-01-03,support-nonprod,nonprod,support_requests,0.3553,3581.42,161.16,71.63,298.45,53.72,14325.7,501.4,12570.8
2026-01-03,support-prod,prod,support_requests,0.918028,26439.2,1189.76,528.78,2203.27,396.59,105756.8,3701.49,92801.59
2026-01-04,analytics-nonprod,nonprod,queries,0.355779,11954.17,537.94,996.18,71.73,179.31,47816.68,1673.58,41959.14
2026-01-04,analytics-prod,prod,queries,0.9943,95452.79,4295.38,7954.4,572.72,1431.79,381811.14,13363.39,335039.28
2026-01-04,checkout-nonprod,nonprod,transactions,0.340639,17168.22,1430.68,343.36,103.01,257.52,68672.87,2403.55,111593.41
2026-01-04,checkout-prod,prod,transactions,0.746024,107427.48,8952.29,2148.55,644.56,1611.41,429709.91,15039.85,698278.6
2026-01-04,recommendations-prod,prod,ai_requests,0.87788,94811.05,4266.5,1896.22,568.87,7900.92,379244.22,13273.55,332786.8
2026-01-04,shared-platform-nonprod,nonprod,traffic,0.323335,16975.07,763.88,339.5,101.85,254.63,67900.29,2376.51,59582.51
2026-01-04,shared-platform-prod,prod,traffic,0.985508,147826.15,6652.18,2956.52,886.96,2217.39,591304.62,20695.66,518869.8
2026-01-04,storefront-nonprod,nonprod,traffic,0.258155,10842.52,487.91,216.85,65.06,162.64,43370.09,1517.95,38057.26
2026-01-04,storefront-prod,prod,traffic,0.920783,110493.9,4972.23,2209.88,662.96,1657.41,441975.6,15469.15,387833.59
2026-01-04,support-nonprod,nonprod,support_requests,0.297517,2998.97,134.95,59.98,249.91,44.98,11995.88,419.86,10526.39
2026-01-04,support-prod,prod,support_requests,0.794578,22883.86,1029.77,457.68,1906.99,343.26,91535.43,3203.74,80322.34
2026-01-05,analytics-nonprod,nonprod,queries,0.938096,31520.03,1418.4,2626.67,189.12,472.8,126080.11,4412.8,110635.29
2026-01-05,analytics-prod,prod,queries,0.919323,88254.98,3971.47,7354.58,529.53,1323.82,353019.93,12355.7,309774.99
2026-01-05,checkout-nonprod,nonprod,transactions,1.19905,60432.11,5036.01,1208.64,362.59,906.48,241728.43,8460.5,392808.7
2026-01-05,checkout-prod,prod,transactions,0.797034,114772.83,9564.4,2295.46,688.64,1721.59,459091.32,16068.2,746023.39
2026-01-05,recommendations-prod,prod,ai_requests,0.804206,86854.23,3908.44,1737.08,521.13,7237.85,347416.93,12159.59,304858.36
2026-01-05,shared-platform-nonprod,nonprod,traffic,0.904005,47460.27,2135.71,949.21,284.76,711.9,189841.09,6644.44,166585.55
2026-01-05,shared-platform-prod,prod,traffic,1.003378,150506.74,6772.8,3010.13,903.04,2257.6,602026.98,21070.94,528278.67
2026-01-05,storefront-nonprod,nonprod,traffic,1.033366,43401.36,1953.06,868.03,260.41,651.02,173605.45,6076.19,152338.78
2026-01-05,storefront-prod,prod,traffic,1.106201,132744.17,5973.49,2654.88,796.47,1991.16,530976.69,18584.18,465932.05
2026-01-05,support-nonprod,nonprod,support_requests,0.758932,7650.03,344.25,153.0,637.5,114.75,30600.12,1071.0,26851.61
2026-01-05,support-prod,prod,support_requests,0.944062,27188.98,1223.5,543.78,2265.75,407.83,108755.91,3806.46,95433.31
2026-01-06,analytics-nonprod,nonprod,queries,1.13672,38193.79,1718.72,3182.82,229.16,572.91,152775.15,5347.13,134060.2
2026-01-06,analytics-prod,prod,queries,0.864178,82961.13,3733.25,6913.43,497.77,1244.42,331844.51,11614.56,291193.55
2026-01-06,checkout-nonprod,nonprod,transactions,0.929479,46845.76,3903.81,936.92,281.07,702.69,187383.03,6558.41,304497.43
2026-01-06,checkout-prod,prod,transactions,1.145031,164884.5,13740.38,3297.69,989.31,2473.27,659538.0,23083.83,1071749.25
2026-01-06,recommendations-prod,prod,ai_requests,0.851942,92009.78,4140.44,1840.2,552.06,7667.48,368039.14,12881.37,322954.34
2026-01-06,shared-platform-nonprod,nonprod,traffic,0.920324,48317.0,2174.26,966.34,289.9,724.75,193267.98,6764.38,169592.66
2026-01-06,shared-platform-prod,prod,traffic,0.802703,120405.41,5418.24,2408.11,722.43,1806.08,481621.64,16856.76,422622.99
2026-01-06,storefront-nonprod,nonprod,traffic,0.946085,39735.56,1788.1,794.71,238.41,596.03,158942.23,5562.98,139471.8
2026-01-06,storefront-prod,prod,traffic,0.74948,89937.64,4047.19,1798.75,539.63,1349.06,359750.55,12591.27,315681.11
2026-01-06,support-nonprod,nonprod,support_requests,1.061478,10699.69,481.49,213.99,891.64,160.5,42798.78,1497.96,37555.93
2026-01-06,support-prod,prod,support_requests,0.929523,26770.26,1204.66,535.41,2230.85,401.55,107081.02,3747.84,93963.6
2026-01-07,analytics-nonprod,nonprod,queries,0.957372,32167.69,1447.55,2680.64,193.01,482.52,128670.74,4503.48,112908.57
2026-01-07,analytics-prod,prod,queries,0.883847,84849.28,3818.22,7070.77,509.1,1272.74,339397.1,11878.9,297820.96
2026-01-07,checkout-nonprod,nonprod,transactions,0.905263,45625.27,3802.11,912.51,273.75,684.38,182501.09,6387.54,296564.27
2026-01-07,checkout-prod,prod,transactions,1.155069,166330.0,13860.83,3326.6,997.98,2494.95,665320.0,23286.2,1081145.0
2026-01-07,recommendations-prod,prod,ai_requests,0.966122,104341.19,4695.35,2086.82,626.05,8695.1,417364.76,14607.77,366237.58
2026-01-07,shared-platform-nonprod,nonprod,traffic,0.79564,41771.12,1879.7,835.42,250.63,626.57,167084.48,5847.96,146616.63
2026-01-07,shared-platform-prod,prod,traffic,1.010666,151599.92,6822.0,3032.0,909.6,2274.0,606399.67,21223.99,532115.71
2026-01-07,storefront-nonprod,nonprod,traffic,0.967901,40651.83,1829.33,813.04,243.91,609.78,162607.3,5691.26,142687.91
2026-01-07,storefront-prod,prod,traffic,0.904088,108490.6,4882.08,2169.81,650.94,1627.36,433962.4,15188.68,380802.01
2026-01-07,support-nonprod,nonprod,support_requests,1.079536,10881.73,489.68,217.63,906.81,163.23,43526.91,1523.44,38194.86
2026-01-07,support-prod,prod,support_requests,0.908897,26176.22,1177.93,523.52,2181.35,392.64,104704.89,3664.67,91878.54
2026-01-08,analytics-nonprod,nonprod,queries,0.936085,31452.44,1415.36,2621.04,188.71,471.79,125809.77,4403.34,110398.08
2026-01-08,analytics-prod,prod,queries,1.094247,105047.72,4727.15,8753.98,630.29,1575.72,420190.87,14706.68,368717.49
2026-01-08,checkout-nonprod,nonprod,transactions,0.858042,43245.3,3603.77,864.91,259.47,648.68,172981.18,6054.34,281094.42
2026-01-08,checkout-prod,prod,transactions,0.919227,132368.75,11030.73,2647.37,794.21,1985.53,529474.99,18531.62,860396.86
2026-01-08,recommendations-prod,prod,ai_requests,1.086736,117367.46,5281.54,2347.35,704.2,9780.62,469469.84,16431.44,411959.78
2026-01-08,shared-platform-nonprod,nonprod,traffic,0.929386,48792.79,2195.68,975.86,292.76,731.89,195171.14,6830.99,171262.68
2026-01-08,shared-platform-prod,prod,traffic,0.726745,109011.76,4905.53,2180.24,654.07,1635.18,436047.06,15261.65,382631.29
2026-01-08,storefront-nonprod,nonprod,traffic,0.801038,33643.59,1513.96,672.87,201.86,504.65,134574.38,4710.1,118089.01
2026-01-08,storefront-prod,prod,traffic,0.846437,101572.38,4570.76,2031.45,609.43,1523.59,406289.54,14220.13,356519.07
2026-01-08,support-nonprod,nonprod,support_requests,1.064864,10733.83,483.02,214.68,894.49,161.01,42935.31,1502.74,37675.73
2026-01-08,support-prod,prod,support_requests,1.032684,29741.31,1338.36,594.83,2478.44,446.12,118965.22,4163.78,104391.98
2026-01-09,analytics-nonprod,nonprod,queries,0.867695,29154.54,1311.95,2429.54,174.93,437.32,116618.16,4081.64,102332.43
2026-01-09,analytics-prod,prod,queries,1.001678,96161.05,4327.25,8013.42,576.97,1442.42,384644.21,13462.55,337525.29
2026-01-09,checkout-nonprod,nonprod,transactions,0.829816,41822.74,3485.23,836.45,250.94,627.34,167290.96,5855.18,271847.82
2026-01-09,checkout-prod,prod,transactions,0.897034,129172.85,10764.4,2583.46,775.04,1937.59,516691.38,18084.2,839623.5
2026-01-09,recommendations-prod,prod,ai_requests,1.14024,123145.88,5541.56,2462.92,738.88,10262.16,492583.53,17240.42,432242.05
2026-01-09,shared-platform-nonprod,nonprod,traffic,0.97321,51093.52,2299.21,1021.87,306.56,766.4,204374.09,7153.09,179338.26
2026-01-09,shared-platform-prod,prod,traffic,0.914463,137169.48,6172.63,2743.39,823.02,2057.54,548677.9,19203.73,481464.86
2026-01-09,storefront-nonprod,nonprod,traffic,0.93663,39338.44,1770.23,786.77,236.03,590.08,157353.76,5507.38,138077.92
2026-01-09,storefront-prod,prod,traffic,0.952779,114333.48,5145.01,2286.67,686.0,1715.0,457333.91,16006.69,401310.51
2026-01-09,support-nonprod,nonprod,support_requests,0.887752,8948.54,402.68,178.97,745.71,134.23,35794.15,1252.8,31409.36
2026-01-09,support-prod,prod,support_requests,0.781435,22505.33,1012.74,450.11,1875.44,337.58,90021.32,3150.75,78993.71
2026-01-10,analytics-nonprod,nonprod,queries,0.352509,11844.3,532.99,987.02,71.07,177.66,47377.19,1658.2,41573.49
2026-01-10,analytics-prod,prod,queries,0.825029,79202.79,3564.13,6600.23,475.22,1188.04,316811.17,11088.39,278001.8
2026-01-10,checkout-nonprod,nonprod,transactions,0.283133,14269.91,1189.16,285.4,85.62,214.05,57079.63,1997.79,92754.4
2026-01-10,checkout-prod,prod,transactions,1.029746,148283.44,12356.95,2965.67,889.7,2224.25,593133.76,20759.68,963842.37
2026-01-10,recommendations-prod,prod,ai_requests,0.948838,102474.47,4611.35,2049.49,614.85,8539.54,409897.89,14346.43,359685.4
2026-01-10,shared-platform-nonprod,nonprod,traffic,0.410473,21549.81,969.74,431.0,129.3,323.25,86199.26,3016.97,75639.85
2026-01-10,shared-platform-prod,prod,traffic,0.990539,148580.82,6686.14,2971.62,891.48,2228.71,594323.29,20801.32,521518.69
2026-01-10,storefront-nonprod,nonprod,traffic,0.418081,17559.4,790.17,351.19,105.36,263.39,70237.58,2458.32,61633.48
2026-01-10,storefront-prod,prod,traffic,0.806836,96820.31,4356.91,1936.41,580.92,1452.3,387281.25,13554.84,339839.3
2026-01-10,support-nonprod,nonprod,support_requests,0.322222,3248.0,146.16,64.96,270.67,48.72,12991.99,454.72,11400.47
2026-01-10,support-prod,prod,support_requests,0.812124,23389.16,1052.51,467.78,1949.1,350.84,93556.64,3274.48,82095.95
2026-01-11,analytics-nonprod,nonprod,queries,0.348085,11695.65,526.3,974.64,70.17,175.43,46782.6,1637.39,41051.73
2026-01-11,analytics-prod,prod,queries,0.839932,80633.45,3628.51,6719.45,483.8,1209.5,322533.81,11288.68,283023.41
2026-01-11,checkout-nonprod,nonprod,transactions,0.295479,14892.15,1241.01,297.84,89.35,223.38,59568.58,2084.9,96798.95
2026-01-11,checkout-prod,prod,transactions,0.756611,108951.93,9079.33,2179.04,653.71,1634.28,435807.73,15253.27,708187.55
2026-01-11,recommendations-prod,prod,ai_requests,0.894414,96596.75,4346.85,1931.93,579.58,8049.73,386387.0,13523.54,339054.59
2026-01-11,shared-platform-nonprod,nonprod,traffic,0.332146,17437.65,784.69,348.75,104.63,261.56,69750.59,2441.27,61206.14
2026-01-11,shared-platform-prod,prod,traffic,0.866014,129902.16,5845.6,2598.04,779.41,1948.53,519608.65,18186.3,455956.59
2026-01-11,storefront-nonprod,nonprod,traffic,0.362911,15242.26,685.9,304.85,91.45,228.63,60969.05,2133.92,53500.34
2026-01-11,storefront-prod,prod,traffic,0.847046,101645.55,4574.05,2032.91,609.87,1524.68,406582.2,14230.38,356775.88
2026-01-11,support-nonprod,nonprod,support_requests,0.359684,3625.61,163.15,72.51,302.13,54.38,14502.45,507.59,12725.9
2026-01-11,support-prod,prod,support_requests,0.938027,27015.18,1215.68,540.3,2251.26,405.23,108060.72,3782.13,94823.28
2026-01-12,analytics-nonprod,nonprod,queries,0.940901,31614.26,1422.64,2634.52,189.69,474.21,126457.04,4426.0,110966.05
2026-01-12,analytics-prod,prod,queries,0.778224,74709.52,3361.93,6225.79,448.26,1120.64,298838.08,10459.33,262230.41
2026-01-12,checkout-nonprod,nonprod,transactions,0.931312,46938.12,3911.51,938.76,281.63,704.07,187752.47,6571.34,305097.77
2026-01-12,checkout-prod,prod,transactions,0.843625,121482.06,10123.51,2429.64,728.89,1822.23,485928.26,17007.49,789633.42
2026-01-12,recommendations-prod,prod,ai_requests,1.027551,110975.5,4993.9,2219.51,665.85,9247.96,443902.01,15536.57,389524.01
2026-01-12,shared-platform-nonprod,nonprod,traffic,0.709794,37264.18,1676.89,745.28,223.59,558.96,149056.71,5216.98,130797.27
2026-01-12,shared-platform-prod,prod,traffic,0.88466,132698.99,5971.45,2653.98,796.19,1990.48,530795.98,18577.86,465773.47
2026-01-12,storefront-nonprod,nonprod,traffic,0.958568,40259.86,1811.69,805.2,241.56,603.9,161039.45,5636.38,141312.11
2026-01-12,storefront-prod,prod,traffic,1.17725,141270.05,6357.15,2825.4,847.62,2119.05,565080.2,19777.81,495857.88
2026-01-12,support-nonprod,nonprod,support_requests,0.984423,9922.98,446.53,198.46,826.92,148.84,39691.92,1389.22,34829.66
2026-01-12,support-prod,prod,support_requests,0.87252,25128.58,1130.79,502.57,2094.05,376.93,100514.31,3518.0,88201.31
2026-01-13,analytics-nonprod,nonprod,queries,0.854296,28704.34,1291.7,2392.03,172.23,430.57,114817.35,4018.61,100752.23
2026-01-13,analytics-prod,prod,queries,0.984066,94470.32,4251.16,7872.53,566.82,1417.05,377881.27,13225.84,331590.81
2026-01-13,checkout-nonprod,nonprod,transactions,0.977689,49275.51,4106.29,985.51,295.65,739.13,197102.03,6898.57,320290.8
2026-01-13,checkout-prod,prod,transactions,1.014626,146106.1,12175.51,2922.12,876.64,2191.59,584424.41,20454.85,949689.67
2026-01-13,recommendations-prod,prod,ai_requests,0.867023,93638.51,4213.73,1872.77,561.83,7803.21,374554.03,13109.39,328671.16
2026-01-13,shared-platform-nonprod,nonprod,traffic,0.928711,48757.33,2194.08,975.15,292.54,731.36,195029.31,6826.03,171138.22
2026-01-13,shared-platform-prod,prod,traffic,1.045026,156753.96,7053.93,3135.08,940.52,2351.31,627015.83,21945.55,550206.39
2026-01-13,storefront-nonprod,nonprod,traffic,0.89104,37423.68,1684.07,748.47,224.54,561.36,149694.73,5239.32,131357.13
2026-01-13,storefront-prod,prod,traffic,0.920309,110437.08,4969.67,2208.74,662.62,1656.56,441748.32,15461.19,387634.15
2026-01-13,support-nonprod,nonprod,support_requests,0.895909,9030.77,406.38,180.62,752.56,135.46,36123.07,1264.31,31697.99
2026-01-13,support-prod,prod,support_requests,0.774346,22301.17,1003.55,446.02,1858.43,334.52,89204.68,3122.16,78277.11
2026-01-14,analytics-nonprod,nonprod,queries,0.954004,32054.52,1442.45,2671.21,192.33,480.82,128218.08,4487.63,112511.37
2026-01-14,analytics-prod,prod,queries,0.760441,73002.3,3285.1,6083.52,438.01,1095.03,292009.18,10220.32,256238.06
2026-01-14,checkout-nonprod,nonprod,transactions,0.945026,47629.33,3969.11,952.59,285.78,714.44,190517.33,6668.11,309590.66
2026-01-14,checkout-prod,prod,transactions,0.895805,128995.98,10749.67,2579.92,773.98,1934.94,515983.93,18059.44,838473.89
2026-01-14,recommendations-prod,prod,ai_requests,0.922132,99590.23,4481.56,1991.8,597.54,8299.19,398360.93,13942.63,349561.72
2026-01-14,shared-platform-nonprod,nonprod,traffic,1.304815,68502.77,3082.62,1370.06,411.02,1027.54,274011.1,9590.39,240444.74
2026-01-14,shared-platform-prod,prod,traffic,1.055792,158368.74,7126.59,3167.37,950.21,2375.53,633474.95,22171.62,555874.27
2026-01-14,storefront-nonprod,nonprod,traffic,0.895809,37623.97,1693.08,752.48,225.74,564.36,150495.9,5267.36,132060.15
2026-01-14,storefront-prod,prod,traffic,0.98706,118447.21,5330.12,2368.94,710.68,1776.71,473788.85,16582.61,415749.72
2026-01-14,support-nonprod,nonprod,support_requests,0.773393,7795.8,350.81,155.92,649.65,116.94,31183.2,1091.41,27363.26
2026-01-14,support-prod,prod,support_requests,1.017702,29309.82,1318.94,586.2,2442.48,439.65,117239.28,4103.37,102877.47
2026-01-15,analytics-nonprod,nonprod,queries,0.93141,31295.39,1408.29,2607.95,187.77,469.43,125181.56,4381.35,109846.82
2026-01-15,analytics-prod,prod,queries,1.027919,98680.2,4440.61,8223.35,592.08,1480.2,394720.81,13815.23,346367.51
2026-01-15,checkout-nonprod,nonprod,transactions,0.856806,43183.03,3598.59,863.66,259.1,647.75,172732.11,6045.62,280689.67
2026-01-15,checkout-prod,prod,transactions,0.938667,135168.11,11264.01,2703.36,811.01,2027.52,540672.44,18923.54,878592.71
2026-01-15,recommendations-prod,prod,ai_requests,0.850803,91886.68,4134.9,1837.73,551.32,7657.22,367546.74,12864.14,322522.26
2026-01-15,shared-platform-nonprod,nonprod,traffic,1.042149,54712.8,2462.08,1094.26,328.28,820.69,218851.2,7659.79,192041.93
2026-01-15,shared-platform-prod,prod,traffic,1.099137,164870.55,7419.17,3297.41,989.22,2473.06,659482.21,23081.88,578695.64
2026-01-15,storefront-nonprod,nonprod,traffic,0.72747,30553.72,1374.92,611.07,183.32,458.31,122214.88,4277.52,107243.56
2026-01-15,storefront-prod,prod,traffic,0.913427,109611.25,4932.51,2192.22,657.67,1644.17,438444.99,15345.57,384735.48
2026-01-15,support-nonprod,nonprod,support_requests,0.952167,9597.85,431.9,191.96,799.82,143.97,38391.39,1343.7,33688.45
2026-01-15,support-prod,prod,support_requests,1.074754,30952.92,1392.88,619.06,2579.41,464.29,123811.68,4333.41,108644.75
2026-01-16,analytics-nonprod,nonprod,queries,0.800358,26892.02,1210.14,2241.0,161.35,403.38,107568.1,3764.88,94391.0
2026-01-16,analytics-prod,prod,queries,0.953854,91569.97,4120.65,7630.83,549.42,1373.55,366279.87,12819.8,321410.59
2026-01-16,checkout-nonprod,nonprod,transactions,1.046386,52737.88,4394.82,1054.76,316.43,791.07,210951.5,7383.3,342796.19
2026-01-16,checkout-prod,prod,transactions,0.921002,132624.35,11052.03,2652.49,795.75,1989.37,530497.42,18567.41,862058.31
2026-01-16,recommendations-prod,prod,ai_requests,0.808537,87322.02,3929.49,1746.44,523.93,7276.84,349288.09,12225.08,306500.3
2026-01-16,shared-platform-nonprod,nonprod,traffic,0.852156,44738.17,2013.22,894.76,268.43,671.07,178952.68,6263.34,157030.98
2026-01-16,shared-platform-prod,prod,traffic,1.043147,156471.98,7041.24,3129.44,938.83,2347.08,625887.93,21906.08,549216.66
2026-01-16,storefront-nonprod,nonprod,traffic,0.968737,40686.94,1830.91,813.74,244.12,610.3,162747.74,5696.17,142811.14
2026-01-16,storefront-prod,prod,traffic,0.947817,113738.04,5118.21,2274.76,682.43,1706.07,454952.16,15923.33,399220.52
2026-01-16,support-nonprod,nonprod,support_requests,1.069083,10776.36,484.94,215.53,898.03,161.65,43105.45,1508.69,37825.03
2026-01-16,support-prod,prod,support_requests,0.934187,26904.58,1210.71,538.09,2242.05,403.57,107618.32,3766.64,94435.08
2026-01-17,analytics-nonprod,nonprod,queries,0.275513,9257.25,416.58,771.44,55.54,138.86,37029.0,1296.02,32492.95
2026-01-17,analytics-prod,prod,queries,1.150703,110467.5,4971.04,9205.63,662.81,1657.01,441870.01,15465.45,387740.93
2026-01-17,checkout-nonprod,nonprod,transactions,0.359237,18105.56,1508.8,362.11,108.63,271.58,72422.25,2534.78,117686.15
2026-01-17,checkout-prod,prod,transactions,0.899828,129575.18,10797.93,2591.5,777.45,1943.63,518300.7,18140.52,842238.64
2026-01-17,recommendations-prod,prod,ai_requests,0.899393,97134.45,4371.05,1942.69,582.81,8094.54,388537.79,13598.82,340941.91
2026-01-17,shared-platform-nonprod,nonprod,traffic,0.352901,18527.28,833.73,370.55,111.16,277.91,74109.13,2593.82,65030.76
2026-01-17,shared-platform-prod,prod,traffic,0.983836,147575.4,6640.89,2951.51,885.45,2213.63,590301.6,20660.56,517989.66
2026-01-17,storefront-nonprod,nonprod,traffic,0.363839,15281.24,687.66,305.62,91.69,229.22,61124.97,2139.37,53637.16
2026-01-17,storefront-prod,prod,traffic,0.864729,103767.49,4669.54,2075.35,622.6,1556.51,415069.96,14527.45,364223.89
2026-01-17,support-nonprod,nonprod,support_requests,0.284731,2870.08,129.15,57.4,239.17,43.05,11480.33,401.81,10073.99
2026-01-17,support-prod,prod,support_requests,0.68293,19668.39,885.08,393.37,1639.03,295.03,78673.57,2753.57,69036.06
2026-01-18,analytics-nonprod,nonprod,queries,0.351803,11820.59,531.93,985.05,70.92,177.31,47282.36,1654.88,41490.27
2026-01-18,analytics-prod,prod,queries,0.757238,72694.88,3271.27,6057.91,436.17,1090.42,290779.5,10177.28,255159.01
2026-01-18,checkout-nonprod,nonprod,transactions,0.322498,16253.88,1354.49,325.08,97.52,243.81,65015.53,2275.54,105650.24
2026-01-18,checkout-prod,prod,transactions,1.0231,147326.34,12277.19,2946.53,883.96,2209.9,589305.34,20625.69,957621.18
2026-01-18,recommendations-prod,prod,ai_requests,0.883557,95424.16,4294.09,1908.48,572.54,7952.01,381696.64,13359.38,334938.8
2026-01-18,shared-platform-nonprod,nonprod,traffic,0.30073,15788.31,710.47,315.77,94.73,236.82,63153.25,2210.36,55416.98
2026-01-18,shared-platform-prod,prod,traffic,0.943544,141531.64,6368.92,2830.63,849.19,2122.97,566126.56,19814.43,496776.05
2026-01-18,storefront-nonprod,nonprod,traffic,0.272103,11428.31,514.27,228.57,68.57,171.42,45713.25,1599.96,40113.37
2026-01-18,storefront-prod,prod,traffic,0.911866,109423.93,4924.08,2188.48,656.54,1641.36,437695.72,15319.35,384077.99
